Property Address,Tree Location,Property Side,Species,Diameter in Inches,Tree Number
"160 CALIFORNIA AVE
Providence, RI
(41.78927719215621, -71.39616829713867)",NARRAGANSETT BLVD,Side,Quercus rubra,56,1
"160 CALIFORNIA AVE
Providence, RI
(41.78927719215621, -71.39616829713867)",NARRAGANSETT BLVD,Side,Quercus rubra,54,2
"160 VERMONT AVE
Providence, RI
(41.78873717034513, -71.3959875887586)",NARRAGANSETT BLVD,Side,Quercus rubra,32,1
"165 WASHINGTON AVE
Providence, RI
(41.788153854518676, -71.39613108139052)",NARRAGANSETT BLVD,Side,Empty Site,0,1
"165 WASHINGTON AVE
Providence, RI
(41.788153854518676, -71.39613108139052)",NARRAGANSETT BLVD,Side,Quercus rubra,19,2
"977 NARRAGANSETT BLVD
Providence, RI
(41.78794401194495, -71.39573806413362)",NARRAGANSETT BLVD,Front,Acer saccharinum,21,1
"977 NARRAGANSETT BLVD
Providence, RI
(41.78794401194495, -71.39573806413362)",NARRAGANSETT BLVD,Front,Empty Site,0,2
"981 NARRAGANSETT BLVD
Providence, RI
(41.7875551450698, -71.39561407759372)",NARRAGANSETT BLVD,Front,Acer platanoides,14,1
"981 NARRAGANSETT BLVD
Providence, RI
(41.7875551450698, -71.39561407759372)",NARRAGANSETT BLVD,Front,Acer rubrum,8,2
"989 NARRAGANSETT BLVD
Providence, RI
(41.78701196010237, -71.39542456044997)",NARRAGANSETT BLVD,Front,Quercus rubra,54,1
"993 NARRAGANSETT BLVD
Providence, RI
(41.786859926624814, -71.39537164337831)",NARRAGANSETT BLVD,Front,Acer platanoides,21,1
"993 NARRAGANSETT BLVD
Providence, RI
(41.786859926624814, -71.39537164337831)",NARRAGANSETT BLVD,Front,Acer platanoides,31,2
"999 NARRAGANSETT BLVD
Providence, RI
(41.7865266121816, -71.3952557079198)",NARRAGANSETT BLVD,Front,Acer platanoides 'Crimson King',8,1
"1005 NARRAGANSETT BLVD
Providence, RI
(41.78619329773839, -71.39513977246129)",NARRAGANSETT BLVD,Front,Quercus rubra,32,1
"1007 NARRAGANSETT BLVD
Providence, RI
(41.78615159362035, -71.39512495440023)",NARRAGANSETT BLVD,Front,Quercus rubra,27,1
"1014 NARRAGANSETT BLVD
Providence, RI
(41.78645414377931, -71.39507858597914)",NARRAGANSETT BLVD,Front,Quercus rubra,52,1
"1010 NARRAGANSETT BLVD
Providence, RI
(41.786609690517494, -71.39513268919242)",NARRAGANSETT BLVD,Front,Quercus rubra,52,1
"1002 NARRAGANSETT BLVD
Providence, RI
(41.78692078399387, -71.39524089561898)",NARRAGANSETT BLVD,Front,Quercus rubra,54,1
"156 ALABAMA AVE
Providence, RI
(41.78697630380652, -71.39521702183922)",NARRAGANSETT BLVD,Side,Quercus bicolor,19,1
"162 MASSACHUSETTS AVE
Providence, RI
(41.78744005640379, -71.39581904150224)",NARRAGANSETT BLVD,Side,Quercus rubra,32,1
"162 MASSACHUSETTS AVE
Providence, RI
(41.78744005640379, -71.39581904150224)",NARRAGANSETT BLVD,Side,Quercus bicolor,19,2
"69 JOB ST
Providence, RI
(41.85587847758803, -71.41572889653165)",JOB ST,Front,Malus spp,3,1
"55 JOB ST
Providence, RI
(41.855464029148905, -71.41586568720389)",JOB ST,Front,Liriodendron tulipifera,2,1
"56 JOB ST
Providence, RI
(41.85549009377088, -71.41600867469579)",JOB ST,Front,Acer platanoides,2,1
"47 JOB ST
Providence, RI
(41.85523496320794, -71.41594095172735)",JOB ST,Front,Empty Pit,3,1
"105 ARGOL ST
Providence, RI
(41.85811309422882, -71.41348534752288)",ARGOL ST,Front,Acer platanoides 'Crimson King',17,1
"105 ARGOL ST
Providence, RI
(41.85811309422882, -71.41348534752288)",NELLIE ST,Side,Empty Site,11,1
"93 ARGOL ST
Providence, RI
(41.85785747323481, -71.41356792274549)",NELLIE ST,Side,Acer platanoides 'Crimson King',2,1
"93 ARGOL ST
Providence, RI
(41.85785747323481, -71.41356792274549)",NELLIE ST,Side,Acer platanoides 'Crimson King',2,2
"45 NELLIE ST
Providence, RI
(41.85783427699916, -71.41228963845955)",NELLIE ST,Front,Pyrus calleryana,3,2
"45 NELLIE ST
Providence, RI
(41.85783427699916, -71.41228963845955)",NELLIE ST,Front,Pyrus calleryana,3,1
"51 NELLIE ST
Providence, RI
(41.857886689487025, -71.41248660797041)",NELLIE ST,Front,Pyrus calleryana,3,2
"51 NELLIE ST
Providence, RI
(41.857886689487025, -71.41248660797041)",NELLIE ST,Front,Pyrus calleryana,2,1
"7 EDGEWORTH AVE
Providence, RI
(41.85891891834757, -71.41131818654166)",EDGEWORTH AVE,Front,Empty Site,0,1
"76 EDGEWORTH AVE
Providence, RI
(41.8589456744779, -71.41398541146542)",EDGEWORTH AVE,Front,Acer platanoides,12,1
"77 EDGEWORTH AVE
Providence, RI
(41.859053790703406, -71.41396090904645)",EDGEWORTH AVE,Front,Zelkova serrata,2,1
"81 EDGEWORTH AVE
Providence, RI
(41.85906866908706, -71.41407925982551)",EDGEWORTH AVE,Front,Zelkova serrata,12,1
"40 AMORY ST
Providence, RI
(41.85430571979205, -71.41485984254325)",AMORY ST,Front,Empty Pit,0,1
"26 HAMPTON ST
Providence, RI
(41.85395482542627, -71.41425488452626)",HAMPTON ST,Front,Zelkova serrata,11,1
"148 WINDMILL ST
Providence, RI
(41.85757027992284, -71.41771514532289)",WINDMILL ST,Front,Acer platanoides,15,1
"136 WINDMILL ST
Providence, RI
(41.85739805744359, -71.41771326282772)",WINDMILL ST,Front,Gleditsia triacanthos,22,1
"108 WINDMILL ST
Providence, RI
(41.85689796394827, -71.41798891467391)",WINDMILL ST,Front,Empty Pit,0,1
"75 WINDMILL ST
Providence, RI
(41.85610376209802, -71.4183134729299)",WINDMILL ST,Front,Stump,20,1
"81 LEDGE ST
Providence, RI
(41.85385517190131, -71.41779445379464)",LEDGE ST,Front,Pyrus calleryana,3,1
"84 LEDGE ST
Providence, RI
(41.85398666715778, -71.41774044060297)",LEDGE ST,Front,Acer platanoides,5,1
"112 LEDGE ST
Providence, RI
(41.85392996703195, -71.41646186457719)",LEDGE ST,Front,Acer saccharum,14,1
"118 JOB ST
Providence, RI
(41.856985736372444, -71.4155299186968)",LEDGE ST,Front,Acer saccharum,9,1
"124 LEDGE ST
Providence, RI
(41.85385780803379, -71.41604581997542)",LEDGE ST,Front,Zelkova serrata,10,1
"133 LEDGE ST
Providence, RI
(41.85368225438018, -71.41573600659754)",LEDGE ST,Front,Empty Pit,0,1
"146 LEDGE ST
Providence, RI
(41.85374931360769, -71.41542729673179)",LEDGE ST,Front,Acer rubrum,7,2
"146 LEDGE ST
Providence, RI
(41.85374931360769, -71.41542729673179)",LEDGE ST,Front,Acer rubrum,15,1
"153 LEDGE ST
Providence, RI
(41.85359003299674, -71.4150981420286)",LEDGE ST,Front,Acer rubrum,13,1
"151 LEDGE ST
Providence, RI
(41.85359925513044, -71.41516192845337)",LEDGE ST,Front,Empty Pit,9,1
"171 LEDGE ST
Providence, RI
(41.853515531354425, -71.41454050387703)",LEDGE ST,Front,Empty Site,0,1
"178 LEDGE ST
Providence, RI
(41.85359628219231, -71.41429229647545)",LEDGE ST,Front,Empty Pit,0,1
"179 LEDGE ST
Providence, RI
(41.8534866366312, -71.41429229647545)",LEDGE ST,Front,Acer platanoides,4,1
"179 LEDGE ST
Providence, RI
(41.8534866366312, -71.41429229647545)",LEDGE ST,Front,Acer platanoides,4,2
"189 LEDGE ST
Providence, RI
(41.85344333394182, -71.4139407271307)",LEDGE ST,Front,Liquidambar syraciflua,9,1
"191 LEDGE ST
Providence, RI
(41.85342475395672, -71.41386773433209)",LEDGE ST,Front,Empty Pit,0,1
"2 BROCKTON ST
Providence, RI
(41.85347090362472, -71.41366101517649)",LEDGE ST,Side,Acer rubrum,15,1
"199 LEDGE ST
Providence, RI
(41.85335820425971, -71.41360051663723)",LEDGE ST,Front,Empty Pit,3,1
"199 LEDGE ST
Providence, RI
(41.85335820425971, -71.41360051663723)",LEDGE ST,Front,Acer platanoides,3,2
"203 LEDGE ST
Providence, RI
(41.85331955911031, -71.41340246024659)",LEDGE ST,Front,Pyrus calleryana,2,1
"208 LEDGE ST
Providence, RI
(41.85336765802034, -71.41306807281522)",LEDGE ST,Front,Empty Pit,0,1
"366 SILVER SPRING ST
Providence, RI
(41.85354572329861, -71.4125992179958)",GRIDLEY ST,Rear,Acer platanoides,9,1
"36 GRIDLEY ST
Providence, RI
(41.853754599272555, -71.41278466583219)",GRIDLEY ST,Front,Acer platanoides 'Crimson King',5,2
"36 GRIDLEY ST
Providence, RI
(41.853754599272555, -71.41278466583219)",GRIDLEY ST,Front,Acer platanoides 'Crimson King',10,1
"69 JOB ST
Providence, RI
(41.85587847758803, -71.41572889653165)",BISMARK ST,Side,Aesculus hippocastanum,3,1
"69 JOB ST
Providence, RI
(41.85587847758803, -71.41572889653165)",BISMARK ST,Side,Quercus palustris,31,2
"70 JOB ST
Providence, RI
(41.85591898708284, -71.41586707262591)",JOB ST,Front,Unknown spp.,2,2
"70 JOB ST
Providence, RI
(41.85591898708284, -71.41586707262591)",JOB ST,Front,Unknown spp.,2,1
"82 JOB ST
Providence, RI
(41.85629940030123, -71.41574026821976)",JOB ST,Front,Unknown spp.,13,1
"144 SWIFT ST
Providence, RI
(41.85689575818254, -71.41580589159163)",SWIFT ST,Front,Prunus spp.,6,2
"144 SWIFT ST
Providence, RI
(41.85689575818254, -71.41580589159163)",SWIFT ST,Front,Prunus spp.,7,1
"156 SWIFT ST
Providence, RI
(41.856946479947574, -71.41595257345267)",SWIFT ST,Front,Acer saccharum,7,3
"156 SWIFT ST
Providence, RI
(41.856946479947574, -71.41595257345267)",SWIFT ST,Front,Acer saccharum,6,2
"156 SWIFT ST
Providence, RI
(41.856946479947574, -71.41595257345267)",SWIFT ST,Front,Acer saccharum,7,1
"147 SWIFT ST
Providence, RI
(41.85700366189732, -71.41576834746853)",SWIFT ST,Front,Acer saccharum,15,2
"147 SWIFT ST
Providence, RI
(41.85700366189732, -71.41576834746853)",SWIFT ST,Front,Acer saccharum,6,1
"143 SWIFT ST
Providence, RI
(41.856986754638335, -71.41571945350336)",SWIFT ST,Front,Acer saccharum,6,3
"143 SWIFT ST
Providence, RI
(41.856986754638335, -71.41571945350336)",SWIFT ST,Front,Acer saccharum,8,2
"143 SWIFT ST
Providence, RI
(41.856986754638335, -71.41571945350336)",SWIFT ST,Front,Acer saccharum,6,1
"76 DEPINEDO ST
Providence, RI
(41.855862212305745, -71.41457372240878)",DEPINEDO ST,Side,Empty Site,0,1
"44 ARGOL ST
Providence, RI
(41.85649918130893, -71.4141445777631)",SWIFT ST,Side,Empty Pit,0,1
"44 SWIFT ST
Providence, RI
(41.85598152940704, -71.41291999443432)",SWIFT ST,Side,Empty Pit,0,2
"44 ARGOL ST
Providence, RI
(41.85649918130893, -71.4141445777631)",SWIFT ST,Side,Quercus palustris,35,3
"44 ARGOL ST
Providence, RI
(41.85649918130893, -71.4141445777631)",SWIFT ST,Side,Quercus palustris,34,4
"117 SWIFT ST
Providence, RI
(41.85680117773778, -71.4151661331351)",SWIFT ST,Front,Unknown spp.,3,3
"117 SWIFT ST
Providence, RI
(41.85680117773778, -71.4151661331351)",SWIFT ST,Front,Unknown spp.,4,2
"117 SWIFT ST
Providence, RI
(41.85680117773778, -71.4151661331351)",SWIFT ST,Front,Unknown spp.,4,1
"118 SWIFT ST
Providence, RI
(41.856729520296035, -71.415313217771)",SWIFT ST,Front,Tilia cordata,4,3
"118 SWIFT ST
Providence, RI
(41.856729520296035, -71.415313217771)",SWIFT ST,Front,Tilia cordata,5,2
"118 SWIFT ST
Providence, RI
(41.856729520296035, -71.415313217771)",SWIFT ST,Front,Empty Pit,-1,1
"122 SWIFT ST
Providence, RI
(41.85678700497112, -71.41548905324771)",SWIFT ST,Front,Tilia cordata,5,4
"122 SWIFT ST
Providence, RI
(41.85678700497112, -71.41548905324771)",SWIFT ST,Front,Tilia cordata,5,3
"122 SWIFT ST
Providence, RI
(41.85678700497112, -71.41548905324771)",SWIFT ST,Front,Tilia cordata,5,2
"122 SWIFT ST
Providence, RI
(41.85678700497112, -71.41548905324771)",SWIFT ST,Front,Tilia cordata,5,1
"105 JOB ST
Providence, RI
(41.85685828546504, -71.41542283535988)",SWIFT ST,Side,Acer platanoides,16,1
"104 JOB ST
Providence, RI
(41.856886271358306, -71.41556517211954)",JOB ST,Front,Empty Pit,0,1
"122 SWIFT ST
Providence, RI
(41.85678700497112, -71.41548905324771)",JOB ST,Side,Prunus cerasifera,4,3
"122 SWIFT ST
Providence, RI
(41.85678700497112, -71.41548905324771)",JOB ST,Side,Prunus cerasifera,4,2
"122 SWIFT ST
Providence, RI
(41.85678700497112, -71.41548905324771)",JOB ST,Side,Prunus cerasifera,5,1
"66 WILNA ST
Providence, RI
(41.857860492891696, -71.41420754182434)",WILNA ST,Front,Quercus alba,30,1
"70 WILNA ST
Providence, RI
(41.85786648088485, -71.41423924296457)",WILNA ST,Front,Quercus rubra,39,2
"70 WILNA ST
Providence, RI
(41.85786648088485, -71.41423924296457)",WILNA ST,Front,Quercus rubra,30,1
"30 WILNA ST
Providence, RI
(41.857806601021835, -71.41392223192506)",WILNA ST,Front,Quercus palustris,20,1
"91 SEDAN ST
Providence, RI
(41.85899840962748, -71.41695046148936)",SEDAN ST,Front,Quercus palustris,15,3
"91 SEDAN ST
Providence, RI
(41.85899840962748, -71.41695046148936)",SEDAN ST,Front,Quercus palustris,12,2
"91 SEDAN ST
Providence, RI
(41.85899840962748, -71.41695046148936)",SEDAN ST,Front,Prunus spp.,31,1
"93 SEDAN ST
Providence, RI
(41.85899929250527, -71.41696326321728)",SEDAN ST,Front,Pyrus calleryana,11,1
"95 SEDAN ST
Providence, RI
(41.859000175380054, -71.41697606490172)",SEDAN ST,Front,Ilex spp.,1,1
"99 SEDAN ST
Providence, RI
(41.85900058480648, -71.4170123413126)",SEDAN ST,Front,Acer platanoides,10,2
"99 SEDAN ST
Providence, RI
(41.85900058480648, -71.4170123413126)",SEDAN ST,Front,Acer platanoides,8,1
"187 WINDMILL ST
Providence, RI
(41.858946000774736, -71.41761441949342)",SEDAN ST,Side,Acer palmatum,6,2
"187 WINDMILL ST
Providence, RI
(41.858946000774736, -71.41761441949342)",SEDAN ST,Side,Acer platanoides,14,1
"181 WINDMILL ST
Providence, RI
(41.85872928622094, -71.41760714843169)",SEDAN ST,Side,Acer platanoides,17,1
"181 WINDMILL ST
Providence, RI
(41.85872928622094, -71.41760714843169)",SEDAN ST,Side,Acer platanoides,12,2
"181 WINDMILL ST
Providence, RI
(41.85872928622094, -71.41760714843169)",SEDAN ST,Side,Acer platanoides,13,3
"181 WINDMILL ST
Providence, RI
(41.85872928622094, -71.41760714843169)",SEDAN ST,Side,Acer platanoides,11,4
"181 WINDMILL ST
Providence, RI
(41.85872928622094, -71.41760714843169)",SEDAN ST,Side,Acer platanoides,10,5
"44 JOB ST
Providence, RI
(41.85514649479171, -71.41612157150324)",JOB ST,Front,Acer platanoides,2,1
"44 JOB ST
Providence, RI
(41.85514649479171, -71.41612157150324)",JOB ST,Front,Acer spp.,2,2
"43 JOB ST
Providence, RI
(41.855120430169734, -71.41597858401134)",JOB ST,Front,Empty Pit,0,1
"38 JOB ST
Providence, RI
(41.854974695302126, -71.41617801990697)",JOB ST,Front,Acer spp.,2,1
"38 JOB ST
Providence, RI
(41.854974695302126, -71.41617801990697)",JOB ST,Front,Acer spp.,2,2
"38 JOB ST
Providence, RI
(41.854974695302126, -71.41617801990697)",JOB ST,Front,Acer spp.,2,3
"13 JOB ST
Providence, RI
(41.85426143258636, -71.41626082607445)",JOB ST,Front,Zelkova serrata,2,3
"13 JOB ST
Providence, RI
(41.85426143258636, -71.41626082607445)",JOB ST,Front,Zelkova serrata,2,2
"13 JOB ST
Providence, RI
(41.85426143258636, -71.41626082607445)",JOB ST,Front,Prunus spp.,1,1
"112 LEDGE ST
Providence, RI
(41.85392996703195, -71.41646186457719)",JOB ST,Side,Zelkova serrata,2,1
"20 BLAINE ST
Providence, RI
(41.85411940316359, -71.41569722321248)",BLAINE ST,Front,Acer platanoides,11,1
"181 WINDMILL ST
Providence, RI
(41.85872928622094, -71.41760714843169)",WINDMILL ST,Front,Acer platanoides,17,2
"181 WINDMILL ST
Providence, RI
(41.85872928622094, -71.41760714843169)",WINDMILL ST,Front,Acer platanoides,16,1
"167 WINDMILL ST
Providence, RI
(41.85826405439954, -71.41759238003885)",WINDMILL ST,Front,Acer platanoides,13,1
"145 WINDMILL ST
Providence, RI
(41.8578190313105, -71.41757909576755)",WINDMILL ST,Front,Acer platanoides,18,2
"145 WINDMILL ST
Providence, RI
(41.8578190313105, -71.41757909576755)",WINDMILL ST,Front,Acer platanoides,15,1
"77 SMART ST
Providence, RI
(41.85747504839163, -71.41509503031615)",SMART ST,Front,Gleditsia triacanthos,3,1
"73 SMART ST
Providence, RI
(41.857521447050765, -71.41533848522208)",SMART ST,Front,Gleditsia triacanthos,6,3
"73 SMART ST
Providence, RI
(41.857521447050765, -71.41533848522208)",SMART ST,Front,Gleditsia triacanthos,8,2
"73 SMART ST
Providence, RI
(41.857521447050765, -71.41533848522208)",SMART ST,Front,Gleditsia triacanthos,10,1
"100 SMART ST
Providence, RI
(41.857656346698676, -71.41545593002398)",SMART ST,Front,Quercus palustris,11,1
"110 SMART ST
Providence, RI
(41.85756941335228, -71.41500322628113)",SMART ST,Front,Acer platanoides,15,1
"116 SMART ST
Providence, RI
(41.85754852792333, -71.41490625821818)",SMART ST,Front,Acer platanoides,21,1
"149 SMART ST
Providence, RI
(41.85736853269045, -71.41460049313227)",SMART ST,Front,Acer rubrum,26,1
"149 SMART ST
Providence, RI
(41.85736853269045, -71.41460049313227)",ENTERPRISE ST,Side,Acer rubrum,13,1
"9 ENTERPRISE ST
Providence, RI
(41.85683890448311, -71.41466753082614)",ENTERPRISE ST,Front,Acer palmatum,3,1
"3 ENTERPRISE ST
Providence, RI
(41.85680319222214, -71.41468150518914)",ENTERPRISE ST,Front,Pyrus calleryana,2,1
"6 ENTERPRISE ST
Providence, RI
(41.85684627184891, -71.41481798530432)",ENTERPRISE ST,Front,Quercus palustris,31,1
"153 SMART ST
Providence, RI
(41.857362615151494, -71.41457301884428)",ENTERPRISE ST,Side,Quercus palustris,21,1
"78 ARGOL ST
Providence, RI
(41.85746510124437, -71.41382885082615)",SMART ST,Side,Acer rubrum,20,1
"491 SILVER SPRING ST
Providence, RI
(41.8560180584646, -71.41090207241169)",SILVER SPRING ST,Front,Gleditsia triacanthos,13,5
"491 SILVER SPRING ST
Providence, RI
(41.8560180584646, -71.41090207241169)",SILVER SPRING ST,Front,Gleditsia triacanthos,13,4
"491 SILVER SPRING ST
Providence, RI
(41.8560180584646, -71.41090207241169)",SILVER SPRING ST,Front,Gleditsia triacanthos,14,3
"491 SILVER SPRING ST
Providence, RI
(41.8560180584646, -71.41090207241169)",SILVER SPRING ST,Front,Gleditsia triacanthos,9,2
"491 SILVER SPRING ST
Providence, RI
(41.8560180584646, -71.41090207241169)",SILVER SPRING ST,Front,Gleditsia triacanthos,6,1
"481 SMITHFIELD AVE
Providence, RI
(41.85867352915387, -71.41086000444254)",SMITHFIELD AVE,Front,Empty Pit,0,2
"481 SMITHFIELD AVE
Providence, RI
(41.85867352915387, -71.41086000444254)",SMITHFIELD AVE,Front,Empty Pit,0,1
"481 SILVER SPRING ST
Providence, RI
(41.85596433032665, -71.41093153622927)",SILVER SPRING ST,Front,Gleditsia triacanthos,8,3
"505 SILVER SPRING ST
Providence, RI
(41.85609327785772, -71.41086082306707)",SILVER SPRING ST,Front,Gleditsia triacanthos,17,3
"505 SILVER SPRING ST
Providence, RI
(41.85609327785772, -71.41086082306707)",SILVER SPRING ST,Front,Gleditsia triacanthos,15,2
"505 SILVER SPRING ST
Providence, RI
(41.85609327785772, -71.41086082306707)",SILVER SPRING ST,Front,Gleditsia triacanthos,19,1
"444 SMITHFIELD AVE
Providence, RI
(41.85828748888017, -71.41094527760582)",SMITHFIELD AVE,Front,Gleditsia triacanthos,18,1
"491 SILVER SPRING ST
Providence, RI
(41.8560180584646, -71.41090207241169)",SILVER SPRING ST,Front,Stump,19,1
"30 DEPINEDO ST
Providence, RI
(41.85532491430718, -71.41281583602009)",DEPINEDO ST,Front,Gleditsia triacanthos,13,1
"46 DEPINEDO ST
Providence, RI
(41.8555482949611, -71.41340195406617)",DEPINEDO ST,Front,Quercus palustris,30,1
"43 DEPINEDO ST
Providence, RI
(41.855600735581525, -71.41321638162256)",DEPINEDO ST,Front,Carpinus betulus,15,1
"51 DEPINEDO ST
Providence, RI
(41.8557091409149, -71.41350082130461)",DEPINEDO ST,Front,Acer platanoides,19,1
"51 DEPINEDO ST
Providence, RI
(41.8557091409149, -71.41350082130461)",DEPINEDO ST,Front,Acer platanoides,20,2
"35 ARGOL ST
Providence, RI
(41.85636534058695, -71.4140317657897)",SWIFT ST,Side,Quercus palustris,19,1
"75 SWIFT ST
Providence, RI
(41.856370274909295, -71.41360156240923)",SWIFT ST,Front,Quercus palustris,25,1
"65 SWIFT ST
Providence, RI
(41.85627728499373, -71.4133624454835)",SWIFT ST,Front,Quercus palustris,20,1
"55 SWIFT ST
Providence, RI
(41.85618429510299, -71.41312332862161)",SWIFT ST,Front,Pinus sylvestris,20,1
"30 SWIFT ST
Providence, RI
(41.85584751456305, -71.41257538483549)",SWIFT ST,Front,Acer platanoides,18,1
"464 SILVER SPRING ST
Providence, RI
(41.855786316302826, -71.41121043137399)",SILVER SPRING ST,Front,Gleditsia triacanthos,20,2
"464 SILVER SPRING ST
Providence, RI
(41.855786316302826, -71.41121043137399)",SILVER SPRING ST,Front,Gleditsia triacanthos,18,1
"476 SILVER SPRING ST
Providence, RI
(41.85598429874827, -71.41107960275632)",SILVER SPRING ST,Front,Gleditsia triacanthos,17,1
"22 BATCHELLER AVE
Providence, RI
(41.85667112350335, -71.41312291900593)",BATCHELLER AVE,Front,Quercus palustris,31,1
"28 FOCH AVE
Providence, RI
(41.85695626039568, -71.4116566918993)",FOCH AVE,Front,Quercus palustris,42,1
"47 FOCH AVE
Providence, RI
(41.857198574855964, -71.41215693127975)",FOCH AVE,Front,Quercus palustris,31,1
"9 WILNA ST
Providence, RI
(41.85788269762871, -71.41372624321978)",WILNA ST,Front,Acer platanoides,12,1
"86 ARGOL ST
Providence, RI
(41.857657919279326, -71.4137716499003)",ARGOL ST,Front,Acer platanoides 'Crimson King',10,1
"35 ARGOL ST
Providence, RI
(41.85636534058695, -71.4140317657897)",ARGOL ST,Front,Stump,32,1
"75 SWIFT ST
Providence, RI
(41.856370274909295, -71.41360156240923)",ARGOL ST,Side,Quercus palustris,23,2
"75 SWIFT ST
Providence, RI
(41.856370274909295, -71.41360156240923)",ARGOL ST,Side,Quercus palustris,29,1
"2 BATCHELLER AVE
Providence, RI
(41.85695995577058, -71.4138767007765)",ARGOL ST,Side,Platanus x acerifolia,20,1
"68 FOCH AVE
Providence, RI
(41.857246885109106, -71.41280577730464)",ARGOL ST,Side,Empty Pit,-1,1
"93 ARGOL ST
Providence, RI
(41.85785747323481, -71.41356792274549)",ARGOL ST,Front,Acer platanoides 'Crimson King',2,1
"105 ARGOL ST
Providence, RI
(41.85811309422882, -71.41348534752288)",ARGOL ST,Front,Acer platanoides 'Crimson King',26,2
"31 PARENTE ST
Providence, RI
(41.857092636281834, -71.419264532815)",PARENTE ST,Front,Pyrus calleryana,7,1
"35 PARENTE ST
Providence, RI
(41.857281997528325, -71.41931525457746)",PARENTE ST,Front,Acer platanoides,13,1
"43 SMART ST
Providence, RI
(41.85750924757888, -71.41950638855575)",PARENTE ST,Side,Acer platanoides,20,1
"43 SMART ST
Providence, RI
(41.85750924757888, -71.41950638855575)",SMART ST,Front,Acer platanoides,16,1
"31 SMART ST
Providence, RI
(41.85744403388928, -71.41997496099218)",SMART ST,Front,Gleditsia triacanthos,9,1
"30 SMART ST
Providence, RI
(41.857540944960846, -71.4200800968423)",SMART ST,Front,Gleditsia triacanthos,10,1
"25 SMART ST
Providence, RI
(41.85741142703577, -71.42020924727295)",SMART ST,Front,Gleditsia triacanthos,13,1
"18 SMART ST
Providence, RI
(41.85747573127124, -71.42054866927873)",SMART ST,Front,Gleditsia triacanthos,5,1
"769 CHARLES ST
Providence, RI
(41.857404316802345, -71.42115686156949)",SMART ST,Side,Pyrus calleryana,19,1
"99 LUKE ST
Providence, RI
(41.85640780035555, -71.41922626792808)",LUKE ST,Front,Catalpa bignonioides,8,1
"99 LUKE ST
Providence, RI
(41.85640780035555, -71.41922626792808)",LUKE ST,Front,Sophora spp.,11,2
"99 LUKE ST
Providence, RI
(41.85640780035555, -71.41922626792808)",LUKE ST,Front,Sophora spp.,4,3
"99 LUKE ST
Providence, RI
(41.85640780035555, -71.41922626792808)",LUKE ST,Front,Acer platanoides,11,4
"99 LUKE ST
Providence, RI
(41.85640780035555, -71.41922626792808)",LUKE ST,Front,Quercus rubra,7,5
"99 LUKE ST
Providence, RI
(41.85640780035555, -71.41922626792808)",LUKE ST,Front,Quercus rubra,14,6
"99 LUKE ST
Providence, RI
(41.85640780035555, -71.41922626792808)",LUKE ST,Front,Quercus rubra,17,7
"32 LUKE ST
Providence, RI
(41.85636849907929, -71.42036899238934)",LUKE ST,Front,Acer platanoides,9,1
"31 JASPER ST
Providence, RI
(41.8569764406677, -71.41955677866702)",JASPER ST,Front,Acer platanoides,14,1
"752 CHARLES ST
Providence, RI
(41.85700209579497, -71.42116726957252)",CHARLES ST,Front,Acer spp.,3,1
"752 CHARLES ST
Providence, RI
(41.85700209579497, -71.42116726957252)",CHARLES ST,Front,Acer spp.,2,2
"752 CHARLES ST
Providence, RI
(41.85700209579497, -71.42116726957252)",CHARLES ST,Front,Acer rubrum,2,3
"734 CHARLES ST
Providence, RI
(41.85658300179602, -71.42105322882854)",CHARLES ST,Front,Acer rubrum,2,1
"732 CHARLES ST
Providence, RI
(41.856517486186185, -71.42103737827777)",CHARLES ST,Front,Acer rubrum,2,1
"1 JASPER ST
Providence, RI
(41.85676012727782, -71.42096654524254)",CHARLES ST,Side,Acer rubrum,32,1
"1 JASPER ST
Providence, RI
(41.85676012727782, -71.42096654524254)",CHARLES ST,Side,Empty Pit,0,2
"1 JASPER ST
Providence, RI
(41.85676012727782, -71.42096654524254)",CHARLES ST,Side,Sophora spp.,36,3
"753 CHARLES ST
Providence, RI
(41.85702623568318, -71.42102366951431)",CHARLES ST,Front,Acer rubrum,2,1
"773 CHARLES ST
Providence, RI
(41.8575076389071, -71.42118316174161)",CHARLES ST,Front,Acer rubrum,2,1
"773 CHARLES ST
Providence, RI
(41.8575076389071, -71.42118316174161)",CHARLES ST,Front,Acer rubrum,3,2
"809 CHARLES ST
Providence, RI
(41.85853025823685, -71.42148296195833)",CHARLES ST,Front,Acer ginnala,2,1
"823 CHARLES ST
Providence, RI
(41.85911158517275, -71.42165707100024)",CHARLES ST,Front,Acer ginnala,2,1
"823 CHARLES ST
Providence, RI
(41.85911158517275, -71.42165707100024)",CHARLES ST,Front,Acer ginnala,2,2
"823 CHARLES ST
Providence, RI
(41.85911158517275, -71.42165707100024)",CHARLES ST,Front,Acer rubrum,2,3
"827 CHARLES ST
Providence, RI
(41.85924025063354, -71.42169638291577)",CHARLES ST,Front,Pyrus calleryana,10,1
"835 CHARLES ST
Providence, RI
(41.85984045815591, -71.42190772359262)",CHARLES ST,Front,Acer rubrum,2,1
"93 LEO AVE
Providence, RI
(41.85986769967063, -71.421197326606)",LEO AVE,Front,Sophora spp.,12,1
"98 LEO AVE
Providence, RI
(41.86000962079754, -71.42087776384861)",LEO AVE,Front,Acer platanoides,19,1
