Property Address,Tree Location,Property Side,Species,Diameter in Inches,Tree Number
"837 CHARLES ST
Providence, RI
(41.859876210630745, -71.42192095765262)",LEO AVE,Side,Butt,24,1
"103 LEO AVE
Providence, RI
(41.859896944136246, -71.42089903305664)",LEO AVE,Front,Empty Site,0,1
"111 LEO AVE
Providence, RI
(41.85992033970727, -71.42066039823217)",LEO AVE,Front,Unknown spp.,0,1
"110 LEO AVE
Providence, RI
(41.86005098082212, -71.4204558915978)",LEO AVE,Front,Empty Pit,-1,1
"112 LEO AVE
Providence, RI
(41.86005787415587, -71.42038557959354)",LEO AVE,Front,Gleditsia triacanthos,11,1
"119 LEO AVE
Providence, RI
(41.85994373527829, -71.4204217634077)",LEO AVE,Front,Acer saccharum,17,1
"845 CHARLES ST
Providence, RI
(41.860349613746976, -71.42210693744829)",CHARLES ST,Front,Stump,2,1
"846 CHARLES ST
Providence, RI
(41.86031882338003, -71.42224823294583)",CHARLES ST,Front,Quercus alba,38,1
"838 CHARLES ST
Providence, RI
(41.859940100887044, -71.4220994491093)",CHARLES ST,Front,Tilia cordata,2,1
"818 CHARLES ST
Providence, RI
(41.858907569179266, -71.4217472761938)",CHARLES ST,Front,Tilia cordata,3,1
"818 CHARLES ST
Providence, RI
(41.858907569179266, -71.4217472761938)",CHARLES ST,Front,Tilia cordata,3,2
"812 CHARLES ST
Providence, RI
(41.85863705311286, -71.42166696673658)",CHARLES ST,Front,Tilia cordata,3,1
"810 CHARLES ST
Providence, RI
(41.8586036274777, -71.42165682867252)",CHARLES ST,Front,Tilia cordata,3,1
"768 CHARLES ST
Providence, RI
(41.8573322321873, -71.4212883486832)",CHARLES ST,Front,Tilia cordata,3,1
"32 SHEPARD AVE
Providence, RI
(41.86047665487164, -71.42299460328063)",SHEPARD AVE,Front,Acer platanoides,10,1
"21 SHEPARD AVE
Providence, RI
(41.86037747525662, -71.42286710861664)",SHEPARD AVE,Front,Stump,16,1
"21 SHEPARD AVE
Providence, RI
(41.86037747525662, -71.42286710861664)",SHEPARD AVE,Side,Stump,12,1
"33 LEO AVE
Providence, RI
(41.85962870030044, -71.42355253041929)",LEO AVE,Front,Acer platanoides,14,1
"28 LEO AVE
Providence, RI
(41.8597189924943, -71.42375025785802)",LEO AVE,Front,Platanus x acerifolia,21,1
"34 RAPHAEL AVE
Providence, RI
(41.85915341087067, -71.42280543521098)",RAPHAEL AVE,Front,Empty Pit,0,1
"10 RAPHAEL AVE
Providence, RI
(41.85900547240249, -71.42422141769208)",RAPHAEL AVE,Front,Acer platanoides,21,1
"10 RAPHAEL AVE
Providence, RI
(41.85900547240249, -71.42422141769208)",RAPHAEL AVE,Front,Acer platanoides,8,2
"14 LISI
Providence, RI
(41.85827832016024, -71.42417529153275)",LISI,Front,Quercus rubra,23,1
"33 NEWBURY ST
Providence, RI
(41.85618838185596, -71.425727418835)",NEWBURY ST,Front,Empty Pit,-1,1
"11 NEWBURY ST
Providence, RI
(41.85648460585388, -71.4249011910242)",NEWBURY ST,Front,Acer platanoides,18,1
"31 MANHATTAN ST
Providence, RI
(41.856913847846705, -71.42575184122562)",MANHATTAN ST,Front,Acer platanoides,11,1
"179 LANGDON ST
Providence, RI
(41.857117775086145, -71.4243228493313)",LANGDON ST,Front,Prunus spp.,2,1
"199 LANGDON ST
Providence, RI
(41.857495141385904, -71.42432315010409)",LANGDON ST,Front,Acer spp.,4,2
"199 LANGDON ST
Providence, RI
(41.857495141385904, -71.42432315010409)",LANGDON ST,Front,Acer spp.,4,1
"211 LANGDON ST
Providence, RI
(41.85809652549017, -71.42434922516726)",LANGDON ST,Front,Ulmus americana,31,1
"211 LANGDON ST
Providence, RI
(41.85809652549017, -71.42434922516726)",LANGDON ST,Front,Acer saccharinum,47,2
"222 LANGDON ST
Providence, RI
(41.85869386503753, -71.42468724245197)",LANGDON ST,Front,Platanus x acerifolia,15,1
"10 FAMIGLIETTI DR
Providence, RI
(41.860150078842864, -71.42576046248126)",FAMIGLIETTI DR,Front,Acer platanoides 'Crimson King',16,1
"22 FAMIGLIETTI DR
Providence, RI
(41.86009618697026, -71.4259348185397)",FAMIGLIETTI DR,Front,Zelkova serrata,3,1
"23 FAMIGLIETTI DR
Providence, RI
(41.860190492062465, -71.42601378528144)",FAMIGLIETTI DR,Front,Acer platanoides,20,1
"13 FAMIGLIETTI DR
Providence, RI
(41.86023448544799, -71.42587145374003)",FAMIGLIETTI DR,Front,Acer platanoides,14,2
"13 FAMIGLIETTI DR
Providence, RI
(41.86023448544799, -71.42587145374003)",FAMIGLIETTI DR,Front,Acer platanoides,22,1
"287 LANGDON ST
Providence, RI
(41.859935967782, -71.42535020916438)",LANGDON ST,Front,Crataegus spp.,6,1
"305 LANGDON ST
Providence, RI
(41.86039889484499, -71.42563729481716)",LANGDON ST,Front,Crataegus spp.,6,2
"305 LANGDON ST
Providence, RI
(41.86039889484499, -71.42563729481716)",LANGDON ST,Front,Crataegus spp.,4,1
"41 RALSTON ST
Providence, RI
(41.85963864716854, -71.4261268653816)",RALSTON ST,Front,Stump,21,1
"31 UDELL ST
Providence, RI
(41.859185818139444, -71.4256583881687)",UDELL ST,Front,Acer spp.,17,1
"260 LANGDON ST
Providence, RI
(41.85928801399894, -71.42510200372077)",UDELL ST,Side,Platanus x acerifolia,12,1
"260 LANGDON ST
Providence, RI
(41.85928801399894, -71.42510200372077)",UDELL ST,Side,Platanus x acerifolia,14,2
"48 PROSPER ST
Providence, RI
(41.85837317992606, -71.42559078125821)",PROSPER ST,Front,Crataegus spp.,8,1
"50 MACGREGOR ST
Providence, RI
(41.857623312363955, -71.4254371122569)",MACGREGOR ST,Front,Quercus palustris,26,1
"50 MACGREGOR ST
Providence, RI
(41.857623312363955, -71.4254371122569)",MACGREGOR ST,Front,Acer platanoides,13,2
"48 MACGREGOR ST
Providence, RI
(41.8576371871877, -71.42539776234695)",MACGREGOR ST,Front,Amelanchier canadensis,5,1
"30 MACGREGOR ST
Providence, RI
(41.85776206070297, -71.42504361286923)",MACGREGOR ST,Front,Pyrus calleryana,4,1
"30 MACGREGOR ST
Providence, RI
(41.85776206070297, -71.42504361286923)",MACGREGOR ST,Front,Pyrus calleryana,4,2
"28 MACGREGOR ST
Providence, RI
(41.8577759355013, -71.42500426303133)",MACGREGOR ST,Front,Pyrus calleryana,3,1
"20 MACGREGOR ST
Providence, RI
(41.8578267975069, -71.42485152671364)",MACGREGOR ST,Front,Pyrus calleryana,3,1
"20 MACGREGOR ST
Providence, RI
(41.8578267975069, -71.42485152671364)",MACGREGOR ST,Front,Unknown spp.,2,2
"18 MACGREGOR ST
Providence, RI
(41.857837947200146, -71.42481064450503)",MACGREGOR ST,Front,Unknown spp.,2,1
"214 LANGDON ST
Providence, RI
(41.858303639353515, -71.42449643998349)",MACGREGOR ST,Side,Stump,13,1
"124 LANGDON ST
Providence, RI
(41.855894627768386, -71.42449616374907)",LANGDON ST,Front,Acer platanoides,17,1
"127 LANGDON ST
Providence, RI
(41.855788623025376, -71.42434755287084)",LANGDON ST,Front,Platanus x acerifolia,15,1
"129 LANGDON ST
Providence, RI
(41.85584216263084, -71.42434825733933)",LANGDON ST,Front,Platanus x acerifolia,14,1
"135 LANGDON ST
Providence, RI
(41.85599593805019, -71.42434529561154)",LANGDON ST,Front,Platanus x acerifolia,14,1
"150 LANGDON ST
Providence, RI
(41.85645849635607, -71.42447021976821)",LANGDON ST,Front,Platanus x acerifolia,11,2
"150 LANGDON ST
Providence, RI
(41.85645849635607, -71.42447021976821)",LANGDON ST,Front,Platanus x acerifolia,13,1
"170 LANGDON ST
Providence, RI
(41.856878843715634, -71.42448346148751)",LANGDON ST,Front,Celtis spp.,3,1
"10 BURLEIGH ST
Providence, RI
(41.85458196317411, -71.43350823651257)",BURLEIGH ST,Front,Acer rubrum,15,1
"59 WILD ST
Providence, RI
(41.855697459891985, -71.43756675884666)",CAXTON ST,Side,Unknown spp.,8,5
"59 WILD ST
Providence, RI
(41.855697459891985, -71.43756675884666)",CAXTON ST,Side,Acer rubrum,25,2
"59 WILD ST
Providence, RI
(41.855697459891985, -71.43756675884666)",CAXTON ST,Side,Acer platanoides,13,3
"59 WILD ST
Providence, RI
(41.855697459891985, -71.43756675884666)",CAXTON ST,Side,Empty Pit,-1,4
"59 WILD ST
Providence, RI
(41.855697459891985, -71.43756675884666)",CAXTON ST,Side,Acer rubrum,17,1
"374 VEAZIE ST
Providence, RI
(41.85518889485672, -71.43458340467998)",CAXTON ST,Side,Acer rubrum,31,1
"2 CARTER ST
Providence, RI
(41.87493056829457, -71.43710140852978)",CAXTON ST,Front,Acer rubrum,10,1
"2 CARTER ST
Providence, RI
(41.87493056829457, -71.43710140852978)",CARTER ST,Front,Acer rubrum,8,1
"36 HENRIETTA ST
Providence, RI
(41.85418506095805, -71.43636503243734)",MOY ST,Side,Quercus rubra,9,2
"36 HENRIETTA ST
Providence, RI
(41.85418506095805, -71.43636503243734)",MOY ST,Side,Quercus rubra,17,1
"929 DOUGLAS AVE
Providence, RI
(41.853317589515, -71.43785153475164)",CONCANNON ST,Side,Unknown spp.,19,2
"929 DOUGLAS AVE
Providence, RI
(41.853317589515, -71.43785153475164)",CONCANNON ST,Side,Acer platanoides,17,1
"29 VICKSBURG ST
Providence, RI
(41.853257218241865, -71.43283675686297)",VICKSBURG ST,Front,Acer platanoides,13,1
"29 VICKSBURG ST
Providence, RI
(41.853257218241865, -71.43283675686297)",VICKSBURG ST,Front,Acer platanoides,7,2
"31 VICKSBURG ST
Providence, RI
(41.85326780434839, -71.4328800636624)",VICKSBURG ST,Front,Acer platanoides,11,1
"34 VICKSBURG ST
Providence, RI
(41.82387000020054, -71.41199000003832)",VICKSBURG ST,Front,Acer platanoides,10,1
"71 WINCHESTER ST
Providence, RI
(41.85386303060606, -71.43252126623956)",WINCHESTER ST,Front,Ulmus spp.,49,1
"1 ABRAM ST
Providence, RI
(41.853584558987855, -71.4308832957949)",ABRAM ST,Front,Populus spp.,29,1
"19 ABRAM ST
Providence, RI
(41.85368393224095, -71.43083360916835)",ABRAM ST,Front,Acer saccharum,20,1
"250 WOODWARD RD
Providence, RI
(41.858928080798066, -71.43287691809303)",AMANDA WAY,Side,Acer platanoides,5,1
"654 VEAZIE ST
Providence, RI
(41.85849607859478, -71.43275482370117)",AMANDA WAY,Rear,Acer platanoides,7,1
"9 AMANDA WAY
Providence, RI
(41.85898787465742, -71.43297361867441)",AMANDA WAY,Front,Acer platanoides,8,1
"3 AMANDA WAY
Providence, RI
(41.85901271798102, -71.43294774021234)",AMANDA WAY,Front,Acer platanoides,7,1
"1 AMANDA WAY
Providence, RI
(41.859020999088884, -71.43293911405831)",AMANDA WAY,Front,Acer platanoides,6,1
"27 MINNESOTA ST
Providence, RI
(41.85740795965918, -71.43026216961474)",MINNESOTA ST,Front,Quercus spp.,39,1
"23 MINNESOTA ST
Providence, RI
(41.8573765604732, -71.43030806073271)",MINNESOTA ST,Front,Empty Site,0,1
"19 NEWPORT ST
Providence, RI
(41.85630537729019, -71.42928588430846)",NEWPORT ST,Front,Other spp.,2,3
"19 NEWPORT ST
Providence, RI
(41.85630537729019, -71.42928588430846)",NEWPORT ST,Front,Liriodendron tulipifera,10,2
"19 NEWPORT ST
Providence, RI
(41.85630537729019, -71.42928588430846)",NEWPORT ST,Front,Prunus spp.,11,1
"14 NEWPORT ST
Providence, RI
(41.85635611592268, -71.42942792859033)",NEWPORT ST,Front,Acer spp.,9,1
"181 WOODWARD RD
Providence, RI
(41.85724107649644, -71.43057358327829)",WOODWARD RD,Front,Gleditsia triacanthos,13,1
"224 WOODWARD RD
Providence, RI
(41.858638757347066, -71.43249415001247)",WOODWARD RD,Front,Quercus palustris,17,4
"224 WOODWARD RD
Providence, RI
(41.858638757347066, -71.43249415001247)",WOODWARD RD,Front,Acer platanoides,19,3
"224 WOODWARD RD
Providence, RI
(41.858638757347066, -71.43249415001247)",WOODWARD RD,Front,Acer saccharinum,25,2
"224 WOODWARD RD
Providence, RI
(41.858638757347066, -71.43249415001247)",WOODWARD RD,Front,Acer saccharinum,22,1
"31 APPIAN ST
Providence, RI
(41.84718637099985, -71.42820473837736)",CORINA ST,Side,Quercus spp.,19,1
"36 ANCHOR ST
Providence, RI
(41.84809365993365, -71.42731702424652)",GLASGOW ST,Side,Ulmus spp.,20,1
"76 YORKSHIRE ST
Providence, RI
(41.84755643571981, -71.42429105526548)",YORKSHIRE ST,Front,Empty Site,0,1
"71 YORKSHIRE ST
Providence, RI
(41.84753512223024, -71.42408682362617)",YORKSHIRE ST,Front,Pyrus calleryana,7,1
"99 YORKSHIRE ST
Providence, RI
(41.8481406937336, -71.42468803850002)",YORKSHIRE ST,Front,Unknown spp.,9,1
"100 YORKSHIRE ST
Providence, RI
(41.84807549702184, -71.42480638231356)",YORKSHIRE ST,Front,Fraxinus spp.,13,1
"14 GLASGOW ST
Providence, RI
(41.84719391076656, -71.42593408189367)",UNKNOWN,Side,Acer platanoides,13,2
"14 GLASGOW ST
Providence, RI
(41.84719391076656, -71.42593408189367)",UNKNOWN,Side,Acer platanoides,15,1
"83 CHESHIRE ST
Providence, RI
(41.847091304582975, -71.42377117777362)",CHESHIRE ST,Front,Gleditsia triacanthos,17,1
"83 CHESHIRE ST
Providence, RI
(41.847091304582975, -71.42377117777362)",CHESHIRE ST,Front,Gleditsia triacanthos,18,2
"Providence, RI
(41.82387000020054, -71.41199000003832)",,,,,
"138 CORNWALL ST
Providence, RI
(41.84728917754574, -71.4231237723015)",CORNWALL ST,Front,Empty Site,0,1
"133 CORNWALL ST
Providence, RI
(41.84721616269969, -71.4228712151008)",CORNWALL ST,Front,Fraxinus spp.,3,1
"157 CORNWALL ST
Providence, RI
(41.847702197044555, -71.42334250582878)",CORNWALL ST,Front,Fraxinus pennsylvanica,3,1
"156 CORNWALL ST
Providence, RI
(41.84763810197889, -71.42346192995397)",CORNWALL ST,Front,Fraxinus pennsylvanica,6,1
"155 CORNWALL ST
Providence, RI
(41.847679015652936, -71.42332008448278)",CORNWALL ST,Front,Fraxinus pennsylvanica,3,1
"151 CORNWALL ST
Providence, RI
(41.8476326528781, -71.42327524179893)",CORNWALL ST,Front,Ulmus spp.,17,1
"153 CORNWALL ST
Providence, RI
(41.84765583426552, -71.42329766314086)",CORNWALL ST,Front,Fraxinus pennsylvanica,3,2
"153 CORNWALL ST
Providence, RI
(41.84765583426552, -71.42329766314086)",CORNWALL ST,Front,Quercus spp.,2,1
"181 CORNWALL ST
Providence, RI
(41.84798037370199, -71.42361156194006)",CORNWALL ST,Front,Fraxinus pennsylvanica,2,1
"191 CORNWALL ST
Providence, RI
(41.84809628063489, -71.42372366864565)",CORNWALL ST,Front,Fraxinus pennsylvanica,2,1
"142 HAWKINS ST
Providence, RI
(41.84931659439626, -71.42520365228334)",HAWKINS ST,Front,Zelkova serrata,2,1
"137 HAWKINS ST
Providence, RI
(41.84912874745681, -71.42520554845038)",HAWKINS ST,Front,Platanus x acerifolia,2,1
"109 HAWKINS ST
Providence, RI
(41.84846534477006, -71.42585723990183)",HAWKINS ST,Front,Acer x freemanii,9,1
"106 HAWKINS ST
Providence, RI
(41.84848056487098, -71.42602474395792)",HAWKINS ST,Front,Acer x freemanii,9,1
"94 HAWKINS ST
Providence, RI
(41.84824884159207, -71.42624863217557)",HAWKINS ST,Front,Acer x freemanii,10,2
"94 HAWKINS ST
Providence, RI
(41.84824884159207, -71.42624863217557)",HAWKINS ST,Front,Platanus x acerifolia,11,1
"81 HAWKINS ST
Providence, RI
(41.84791059066369, -71.42639070734151)",HAWKINS ST,Front,Acer rubrum,13,1
"76 HAWKINS ST
Providence, RI
(41.84789560075763, -71.42658556958686)",HAWKINS ST,Front,Empty Pit,0,1
"71 HAWKINS ST
Providence, RI
(41.84771456364853, -71.426577862629)",HAWKINS ST,Front,Platanus x acerifolia,6,2
"71 HAWKINS ST
Providence, RI
(41.84771456364853, -71.426577862629)",HAWKINS ST,Front,Platanus x acerifolia,5,1
"69 HAWKINS ST
Providence, RI
(41.84766686101677, -71.42662375376842)",HAWKINS ST,Front,Platanus x acerifolia,9,1
"57 HAWKINS ST
Providence, RI
(41.847380645379054, -71.42689910045789)",HAWKINS ST,Front,Empty Pit,-1,1
"66 TAPPAN ST
Providence, RI
(41.84663868380097, -71.4266301320215)",HAWKINS ST,Side,Acer platanoides,11,1
"16 HAWKINS ST
Providence, RI
(41.84638332135423, -71.42804847230477)",HAWKINS ST,Front,Quercus alba,48,1
"27 HAWKINS ST
Providence, RI
(41.84671513991365, -71.42753311484555)",HAWKINS ST,Front,Empty Pit,0,2
"27 HAWKINS ST
Providence, RI
(41.84671513991365, -71.42753311484555)",HAWKINS ST,Front,Acer rubrum,10,1
"15 HAWKINS ST
Providence, RI
(41.846293537613086, -71.42795471751943)",HAWKINS ST,Front,Acer rubrum,9,1
"86 MESSINA ST
Providence, RI
(41.849483295360464, -71.42918627610864)",GLASGOW ST,Side,Quercus spp.,21,2
"86 MESSINA ST
Providence, RI
(41.849483295360464, -71.42918627610864)",GLASGOW ST,Side,Acer platanoides,12,1
"37 COLUMBUS ST
Providence, RI
(41.849045747354715, -71.43079863980147)",COLUMBUS ST,Front,Ginkgo biloba,19,1
"33 COLUMBUS ST
Providence, RI
(41.84898432913805, -71.43089870318816)",COLUMBUS ST,Front,Quercus spp.,29,1
"27 COLUMBUS ST
Providence, RI
(41.848892201870456, -71.4310487981747)",COLUMBUS ST,Front,Quercus spp.,33,1
"19 COLUMBUS ST
Providence, RI
(41.84876936549453, -71.43124892485457)",COLUMBUS ST,Front,Stump,30,1
"15 COLUMBUS ST
Providence, RI
(41.84870794729222, -71.43134898821789)",COLUMBUS ST,Front,Quercus spp.,31,1
"685 DOUGLAS AVE
Providence, RI
(41.84845887468346, -71.43169117011085)",COLUMBUS ST,Side,Quercus spp.,39,1
"12 VIRGINIA LN
Providence, RI
(41.847930274385654, -71.43045520930463)",VIRGINIA LN,Front,Acer platanoides,22,2
"12 VIRGINIA LN
Providence, RI
(41.847930274385654, -71.43045520930463)",VIRGINIA LN,Front,Acer platanoides,16,1
"647 DOUGLAS AVE
Providence, RI
(41.84762881471389, -71.43072576034488)",VIRGINIA LN,Side,Acer platanoides,23,1
"14 LANCASHIRE ST
Providence, RI
(41.84922071416246, -71.43193041769563)",LANCASHIRE ST,Front,Acer platanoides,14,1
"14 LANCASHIRE ST
Providence, RI
(41.84922071416246, -71.43193041769563)",LANCASHIRE ST,Front,Acer platanoides,21,2
"11 VANDEWATER ST
Providence, RI
(41.85005179052702, -71.43292804631733)",VANDEWATER ST,Front,Gleditsia triacanthos,6,1
"45 VANDEWATER ST
Providence, RI
(41.850702085789784, -71.4318538016567)",VANDEWATER ST,Front,Fraxinus pennsylvanica,2,1
"44 VANDEWATER ST
Providence, RI
(41.850769520832614, -71.43197580058825)",VANDEWATER ST,Front,Acer rubrum,8,1
"46 VANDEWATER ST
Providence, RI
(41.85080875432664, -71.43191098945722)",VANDEWATER ST,Front,Pyrus calleryana,2,1
"60 VANDEWATER ST
Providence, RI
(41.85108338878485, -71.43145731154006)",VANDEWATER ST,Front,Fraxinus pennsylvanica,4,2
"60 VANDEWATER ST
Providence, RI
(41.85108338878485, -71.43145731154006)",VANDEWATER ST,Front,Stump,5,1
"61 VANDEWATER ST
Providence, RI
(41.85100810708991, -71.43134827475758)",VANDEWATER ST,Front,Gleditsia triacanthos,6,2
"61 VANDEWATER ST
Providence, RI
(41.85100810708991, -71.43134827475758)",VANDEWATER ST,Front,Gleditsia triacanthos,3,1
"66 VANDEWATER ST
Providence, RI
(41.85120108938367, -71.43126287795415)",VANDEWATER ST,Front,Empty Site,0,1
"74 VANDEWATER ST
Providence, RI
(41.85135802335979, -71.43100363343005)",VANDEWATER ST,Front,Zelkova serrata,1,1
"74 VANDEWATER ST
Providence, RI
(41.85135802335979, -71.43100363343005)",VANDEWATER ST,Front,Fraxinus pennsylvanica,3,2
"78 VANDEWATER ST
Providence, RI
(41.85143649034785, -71.43087401116802)",VANDEWATER ST,Front,Fraxinus pennsylvanica,4,1
"95 VANDEWATER ST
Providence, RI
(41.851711285266546, -71.43018839984524)",VANDEWATER ST,Front,Malus spp,2,1
"98 VANDEWATER ST
Providence, RI
(41.85187972349855, -71.43014408075528)",VANDEWATER ST,Front,Zelkova serrata,2,1
"115 VANDEWATER ST
Providence, RI
(41.852128683103395, -71.42950154264537)",VANDEWATER ST,Front,Unknown spp.,3,1
"116 STANSBURY ST
Providence, RI
(41.85216142980694, -71.4308656179306)",STANSBURY ST,Front,Empty Pit,20,1
"69 STANSBURY ST
Providence, RI
(41.851483980993976, -71.43173773743999)",STANSBURY ST,Front,Acer rubrum,8,1
"57 STANSBURY ST
Providence, RI
(41.85127071903278, -71.43208587318205)",STANSBURY ST,Front,Empty Site,0,1
"49 STANSBURY ST
Providence, RI
(41.85112854441187, -71.43231796364428)",STANSBURY ST,Front,Empty Pit,22,1
"55 CORINA ST
Providence, RI
(41.84776393594752, -71.42836949306167)",CORINA ST,Front,Gleditsia triacanthos,8,1
"23 STANSBURY ST
Providence, RI
(41.85066647681935, -71.43307225776829)",STANSBURY ST,Front,Empty Site,0,1
"773 DOUGLAS AVE
Providence, RI
(41.8502908286199, -71.43376840730075)",STANSBURY ST,Side,Butt,23,1
"28 STANSBURY ST
Providence, RI
(41.85085606002581, -71.432994518334)",STANSBURY ST,Front,Acer rubrum,1,8
"28 STANSBURY ST
Providence, RI
(41.85085606002581, -71.432994518334)",STANSBURY ST,Front,Acer platanoides,20,7
"28 STANSBURY ST
Providence, RI
(41.85085606002581, -71.432994518334)",STANSBURY ST,Front,Empty Pit,0,6
"28 STANSBURY ST
Providence, RI
(41.85085606002581, -71.432994518334)",STANSBURY ST,Front,Acer rubrum,1,5
"28 STANSBURY ST
Providence, RI
(41.85085606002581, -71.432994518334)",STANSBURY ST,Front,Acer rubrum,1,4
"28 STANSBURY ST
Providence, RI
(41.85085606002581, -71.432994518334)",STANSBURY ST,Front,Acer saccharinum,4,3
"28 STANSBURY ST
Providence, RI
(41.85085606002581, -71.432994518334)",STANSBURY ST,Front,Acer rubrum,1,2
"28 STANSBURY ST
Providence, RI
(41.85085606002581, -71.432994518334)",STANSBURY ST,Front,Acer platanoides,35,1
"89 STANSBURY ST
Providence, RI
(41.85183941757608, -71.4311575112357)",STANSBURY ST,Front,Empty Site,0,1
"80 VANDEWATER ST
Providence, RI
(41.85147572384188, -71.43080920003699)",GLASGOW ST,Side,Acer platanoides,13,3
"80 VANDEWATER ST
Providence, RI
(41.85147572384188, -71.43080920003699)",GLASGOW ST,Side,Pyrus calleryana,2,2
"80 VANDEWATER ST
Providence, RI
(41.85147572384188, -71.43080920003699)",GLASGOW ST,Side,Prunus serrulata 'Kwanzan',6,1
"89 STANSBURY ST
Providence, RI
(41.85183941757608, -71.4311575112357)",GLASGOW ST,Side,Prunus serrulata 'Kwanzan',6,1
"109 STANSBURY ST
Providence, RI
(41.852013670416795, -71.43087439799984)",GLASGOW ST,Side,Acer platanoides,25,1
"86 VANDEWATER ST
Providence, RI
(41.85162928479644, -71.4305561950752)",GLASGOW ST,Side,Acer platanoides,26,1
"83 SHERWOOD ST
Providence, RI
(41.85084388986162, -71.43046457367066)",SHERWOOD ST,Front,Acer rubrum,21,1
"67 LONGMONT ST
Providence, RI
(41.84589068106235, -71.42230212412778)",CORNWALL ST,Side,Fraxinus pennsylvanica,14,1
"97 CORNWALL ST
Providence, RI
(41.84640109989304, -71.42205832778359)",CORNWALL ST,Front,Unknown spp.,6,2
